5,Latest & powerful processor with Good Quality Built from Oneplus,Ajo Philip,It was a decision after a lot of research from various sources and first-hand reviews from people already purchased the phone to go ahead with this phone - I won't ever regret this purchase!,One
5,Absolute beast!,A,"Just switched from the Poco F1 to the OnePlus 6. Both phones are excellent, but the OnePlus 6 is slightly better imo. This review intends to solely compare the OP6 to the Poco F1.",2
5,Premium quality Phone at a decent Price,Subhadeep Sengupta,"Premium smart phone experience, with a higher midrange price. 8 gb RAM, Very good camera quality. Oxygen OS is very much fluid. Near about stock android experience, with little bit extra functionalities. Superior SD845 chip provides butter Smoot mobile experience. Responsive face ID, though it doesn't works in dark environment. It's touch response little bit slow. It has single audio speker. No wireless charging. Though the back of the phone made of glass. Screen quality is  very good. Overall an very good product with a decent price point.",One
5,"I can say freely this phone is amazing, it can perform what other android phone struggle ...",Rashid Khan,"Well this  phone has every thing what a android phone should be having, they try to match Apple , after using Apple for so many years, still using Primary Handset Apple , I can say freely this phone is amazing, it can perform what other android phone struggle",One
5,Very Good phone.,AKG,"I don't know much about the technical stuff. As a layman, I find this phone to be stylish enough, touch response/feel is great, photos are better than what I get on my wife's iPhone, haven't felt any lagging while using different applications, be it Outlook, be it candy crush, general browsing, YouTube, WhatsApp etc etc. Sound quality on calls is really good. Ease of using the Settings and understanding the UI is pretty cool. Going by the reviews, the brand equity of the product,, and my  personal experience using it, I feel the money I spent is totally worthwhile.",
5,Worth buying.,Balakrishna,Pros:,
5,"It will become  your best deal , don't wait just go for it",Vaibhav patel,"Hello everyone,",2
5,It's Super fast!!!,Mr. Ali,Bought this phone about a month ago in just 27999 INR (with 1000 INR Amazon pay cash back) and this is my opinion after using it for a month:,
5,Premium phone bundled at a Mid Range Price!!!,Shoaib,"I was using Nexus 5x a Stock Android Phone. When i bought this, i was  bit sceptical  with regards to the Camera,Display and The Stock android experience. Even though it is not Stock Android, I am Very Comfortable with the UI on ONE PLUS. Moving on, the battery life is Amazing it gives me about 1 Complete day regular usage(Without Gaming), If i switch on the battery saver it gives me roughly more than 1 and half day for my usage. Camera is Good but not that great(as compared to high end devices like samsung s9 or note and even pixel 3xl) and the Display is quite Bright and can been used in daylight. The processor is quite fast with 6gb RAM. One plus 6 is just a premium phone bundled at a Mid Range Price!!!",
5,The Best Android Configuration in its Segment,Sushil,Bought this phone about a month ago and this is my opinion after using it for a month.,683
5,Totally Satisfied!!!,Danish Zargar,"After about 6 months of usage, I am finally ready to share my experience of using this device. Build quality is totally amazing. Camera is good and the processor (Snapdragon 845) is the best processor available in the market today. As always, Dash Charge technology of OnePlus is supremely fast and can provide a day's worth of charge in just 30 minutes (literally). Battery backup is awesome even if you are a heavy user and does not disappoint you at any point in time. Display quality is also excellent and does it's job perfectly.",
5,You just can't go wrong with this product,Varun,"After 3 days of use I liked a lot of things about this phone. Build is premium right from the first look and feel, dash charge is crazy fast, camera performance is amazing, oxygen os which is like near stock android, blazing speed and can handle multi tasking with ease, gaming experience is another level with this phone, handy gestures option and good call quality.  Couple of this I feel can be improved is low light face unlock and bigger battery. Overall an awesome experience.",2
5,Best Android smartphone out there,Rohit Joshi,Everything is already common knowledge about the device so I'll just add my personal experience. The device works seamlessly across apps and has no problem handling any heavy activity.,
5,Best SD845 Flagship Phone | Worth the price!,Yatish,"No doubt SD845 is a beast, and this phone nails it. It comes with near to stock android experience by oxygen OS which is OnePlus custom UI for years,",
5,"Pathetic Amazon, Amazing OnePlus",Prateek Jain,"Amazon delivery was outright bad for this. I had got an exchange deal with this, little did I know the delivery experience would be so horrible",One
5,Great Purchase - Totally satisfied,vijay,I was a Xiaomi Redmi Note 3 user for 3 years before I switched to OnePlus 6. This is the most expensive phone I ever got and it was totally worth the amount I paid (INR 27999).,One
5,"If you are reading this and you have the required amount. BUY IT, YOU WON'T REGRET!",Rajshree Gupta,"This phone is definitely worth the price. Do not compare it with Oppo/Vivo/Xiaomi. Belongs to a different class. Battery is immortal. I charge it in the morning, takes 30 mins or so to 100% and gives me a full day heavy usage with it. Though memory is low as of 64gb but then you can carry a 64/128 gigs of type c otg pen drive.",2
5,Even better than oneplus6t itself,Viral,"The slogan itself represents the phone ""the speed you need"" great camera great battery and the android pie with the oxygen os for smoother performance what else you need it looks premium as well to be honest i am happy that i bought oneplu6 and not oneplus6t because of headphone jack and the slow in display fingerprint sensor other than that all specs are similar so i am happy",One
5,Succesful mobile,lokesh,Yet another masterpiece from one plus. Been using from 6 months now. Handled it very rough. Installed many apps and games. Using it heavily and havent noticed little lag or any problem so ever. No lag. Does justice to the caption. Speed you need. Had issues with amazon delivery. My first order was lost in transit. Then reordered from prime now with 2 hour delivery. Now glad we have offline retail stores. Need not to rely on Amazon when they are irresponsible and lose the 30k item in transit.,
5,Is there an option to give 6 star Amazon?,Neha,It's Amazing!!! Best phone at a decent price. This is first 30k range mobile I am buying and I am in love with it.,One
5,After 5 months of use,Amazon Customer,"Really liked the phone. It is everything it claims to be. High end hardware for a medium price range (when compared with iPhone). Battery is good, no heavy draining. 1 hour charging keeps my phone alive till next morning. Iam not a heavy gamer or always screen-on type of user. I use my phone in my breaks and mostly after reaching home. Hardware is still running good after incremental updates. I really really like the face unlock which even doesn't let you see the lock screen. Amazingly fast. Midnight black is really good with all the glass on its back it feels like a high premium quality mobile like around 80k. Best buy  in the price range and also a little above its price range.",
5,Excellent Phone ...,Sunil Kumar Sharma,"It fulfill my utmost requirements which I expect with a smart phone. Phone is really too fact, unbelievable Face scanner, Work on VOLTE which connecting call & data really too fast, Camera pictures Quality also good, deep detailing observed. 3300 Mh batter but do not have any problem as discharging rate is very slow and charging with Desk Charger is very very Fast, only require 60 Minuts to 100 % Charging. Overall Satisfy our need.",
5,A very awesome deal if you consider it over the 6t,Ashutosh Jatkar,"Bought this one just before the relase of the 6t, so had a very good deal. Got the 256 GB variant for ₹35.5k which was very sweet.",
5,Overall great experience,Amazon Customer,"Really nice phone for the price. The quality is really amazing. Great to have an out of the box guard. The dash charger is amazing. I was initially pessimistic about the battery backup due to its on-paper capacity, but the practical backup coupled with the dash charging is literally the best. The camera is really precise. I'm not an expert but it's gives really sharp pictures, has lots of options and doesn't get heat up even after extended long periods of video shooting and casual gaming. The speaker is also great(it would be better if they weren't mono speakers though) . Honestly speaking, I moved up from Moto g4 plus to this device so everything feels much superior but it's definitely value for money",One
5,Oneplus 6 Long term review,Siddhartha,Likes,
5,The true flagship killer.,Sonak Saha,"Yes It's OnePlus 6. I waited for it after releasing the OnePlus 5T. I would honestly desired to purchase only OnePlus 6. The true flagship killer. Killer specifications with smoothly running. Lois awesome, camera outstanding, performance too good. Overall the golden product from OnePlus. Thanks OnePlus.",One
5,"Hands down, best thing I ever bought.",Muqtadir,"Battery life is better on oreo, wait till they roll out the next update and then update to pie. Fast charge is crazy, 20 mins charge and I'm done for the day at optimal use. I only get SSS in pubg now. The screen brightness is too good, the smooth browsing, gestures, camera (compared with iPhone X) everything 10/10. Can't imagine a better phone",2
5,"Class, Premium & Great Against Higher Priced Iphones",msukhsarwala,"I shifted from iphone X to oneplus 6, & yes definitely this is really good performing device with great specs. i am already in love with this phone. awesome built quality & i really love its time to time updates. I also use Huawei Mate 10 Pro which is having higher specs and great phone, but i wanted other phone with my budget against shifting from iphone to android & i opted for oneplus 6, but now my view for this phone is not just budget but a class apart against iphones.",
5,The True Flagship Killer.,Krish,"Worth all the hype around it, clicks nice pictures, UI is the best I have ever seen, I have used quick charge before but dash charge is something else. Comes with pre-installed tampered glass and a rubber case so u don't have to spend anymore money. There are 2 other options at this price range which are cheaper so is their buid quality, and none have amoled panels, It isn't called a flagship killer for no reason, this comeptes with flagship devices in both specs and built quality, so if you are looking for a phone to stick to for the next few years go for this phone.",
5,An alternative for expensive high end smartphones.,RUKMANGADAGOWDA C.,"Device is awesome with zero lag. Picture quality is at its best. Reading mode is awesome for Kindle app, News paper apps etc. Battery lasts for a day at least with 3-4 hours of display usage and all time 4G on. Overall device is good.",One
5,Why break your bank for a Galaxy Flagship when you have a beast for half the price,Deepak Nair,"This is my second Oneplus device after having used Oneplus 3 since the launch of the so called Flagship back then. Completely impressed with the dash charging back then in 2015, the only disadvantage i have ever felt in OP3 is battery life as it drains fast. That too is completely sorted in OP6 as i am getting more than a day in average usage and close to a full day with live streaming on mobile data and continous screen on time. Camera is a vast improvement which will definitely compete with the best. Guys just think about the price point here and you can easily forget any minor flaws. The only one which i think fares better than OP6 is Note 9. But again it cost 70k. Finally i got the red color which i longed for. Completely satisfied with the purchase. Giving 4 stars to the battery as i still wanted 3800 or 4000 mAH.",
5,Guaranteed value for money phone!,Dave,"This phone is really a masterpiece when it comes to speed and display quality. The screen is superb with excellent details. Sound quality is exactly what we like and what we want. The slider to change the mode to vibrate and silent is cool. Although the battery is good enough, but a heavy user might get a little disappointed with battery. My expectations with camera quality was also not met. The photo quality is good but when we zoom in, it does get blurry which I believe should not happen.",One
5,I love it- Simply awesome,Rahul R,"After using this product from last 5 month I have only one comment, it's amazing phone I gifted one plus 6t to my wife after using one plus 6 and whenever I replace my one plus 6 then I replace only with one plus series phone..",One
5,up o the mark!!!!!,Ravendra Singh,"the one plus 6 128gb is best phone and it comes with a back cover also.......although there is no one plus earphone or headphone with it that the company should have provided..........otherwise its one of the best phone ,maybe equal to iphone or better than that as its price is within reach...... the camera is incredible ,both rear and selfie.......portrait mode is like pics from dslr.......!!!!!! the phone comes with latest android version and is best to use  for heavy gaming app!!!!",One
5,Join team OnePlus!,Kailash,"The best phone I have ever had. The picture quality is awesome! Really fun to play with.  The processor is super fast, have never seen a lag in all the months I have used it. Compared to the last mobile I owned, this one is almost divine luxury! lol..",One
5,Truely Beast of A Phone.,Anwar khan,"First of all thanks to you @Amazon  for such blaze fast delivery, now about the phone it's truely gem of device.",
5,"Super smooth, super fast.. awesome for gamers",Priyankar Mukherjee,I have never used such a smooth and responsive phone in my life.,
5,Perfect phone at this price,swati sharma,"I really liked the product. Its battery life is quite impressive and lasts 24 hours with almost more than 18 hours of continuous usage. Lagging is not an issue and performance is quite good in terms of camera, battery, sound. The only drawback I figured out its size which sometimes I felt is not quite handy overall its great deal.",One
5,Amazingly fast and superb phone. Worth every penny.,Saurabh,"Pros: Amazingly fast, superb hardware, excellent OS, perfect camera, gestures are too good, premium looks specially red variant.",2
5,A product you can Shift to from conventional smartphone brands,Swapnil Jain,Bought this for my dad who was using Samsung S5 previously & was really frustrated with its battery backup and tendency to hang. I was skeptical about shifting him to this brand as he is very choosy about brands. But finally went for it after reading and viewing 100s of reviews and honestly after about 15 days of usage this hasn't disappointed on any front.,
5,Best phone,Vaibhav,Bought this phone about a 6month ago and this is my opinion after using it for a 6month.,
5,An Excellent product,Thaneshwar Sahu,"No phone can match the quality of One plus 6. You can find many other brand and even they offer same kind of processor but build quality, speed, no heat up , battery these are the issues that user face in the longer run. One plus proved in each and every release and I have not seen any users complain about it. Using one plus 6 from last couple of months and I Neve felt not a single issue.",One
5,Must read whole review,Zaid Khan,"I have been using this phone from past one month now , what I liked about this phone is the battery life I usually get 5-6 hours of screen on time which is decent , phone looks premium , camera is also good and display is the best part . Things I didn't like is that it heats while playing high graphic games , sound quality from speaker is also a drawback and sometimes I feel sound from earpiece is also less .",
5,Nice quality and best phone ever.,Rajnish,"Nice phone. I'm so happy. Very good camera. It charge fully in only 30 minutes and works for 12hours.Nice speed. Work like a thunder and best for video call. Screen is very large and display is nice. Nice display. Dual SIM. Bigger than iPhone xs max also!  Bought in great Indian sale at rs31,999 only. With dash charger. Nice working. Some apps already downloaded. Meeting emergency button at right side edge. Comes with a cover. The cover is very strong. Large storage unit.",
5,Best in class,Amazon Customer,"Superb performance lasts whole day with games music whatsapp fb and all.will last half a day with heavy games and continous usage but still best in class,camera is fantastic as compared to iphone 8 nd 8 plus gives fight to iphone x as well u wont be able to tell whats d difference,got android pie works like charm with oxygen os in short worth spending 35k on a phone.",One
5,Flagship Killer not anymore.,N_Amazon,Excellent performence of thus phone. This is exactly what they say. I mean the camera is best at this price. Ram management is ok. Battery is good not best in class. And looks is awesome. Glass sandwich design but this is 2018 so it will be like it. I am writing this after 3 months of usage and 6T is already arrived. 😜 But happy that not much of a difference between them,
5,"Flagship Killer,Period.",NS,"Amazing phone, I've been using mid range Moto and Sony phones till now and thought of upgrading to a flagship level phone. This phone does live up to the hype and carries on the heritage and standards set by previous one plus phones like 5t and 5. I'll try to highlight a few pros and cons",
5,"Just One Word "" AMAZING""",Anupam,I was using iPhone since 2015 and than bought Mi also and the lags and bugs made me just use those phones as Secondary Device.,One
5,Love this phone😍,Hir,"Indeed best phone available in this range. I used to use notice g phone previously I though Moto g has got the best better lyf. But even this phone has got good bettery lyf. Picture quality is good. Very quick charging, phone will run whole day even if you play games. It has got the speed too. High quality photo and videos results in takes Ng more memory. Very user frandly phone.",One
5,Issue with exchange,SUJEET KUMAR MAHAPATRA,"Product is good but I opted for buy with exchange , entered all details, got exchange rate also, but the time of final order it took as bought without exchange. Please check this issue and revert. I also lodged this complainant yesterday via services chat. I was promised about action. Nothing has been learnt till now.",2
5,Awesome,jagannath,I am using OnePlus mobile since 2015 my first mobile is 1+3  and now I'm using 1+6...both mobile is great...build quality is awesome... camera quality is just phenomenal...rest all things are super awesome...just loved it....I'm recommend thore are willing to buy this mobile go for it...and grab it...from my rating is 10 out of 10....,
5,Best phone,Ajay,"The battery drains faster after the new update(onygenos 5.1.8) but soon, the new update is about to come and it is said that OnePlus has fixed the issue.....expect this the phone is best and in my opinion, it is even better than iPhone x.",3
5,Flagship Killer,Rachit Patel,One Plus 6 is an excellent phone for the price. The look and feel of the phone is very rich.,One
5,"Learn something from this SAMSUNG,APPLE and others",Amazon Customer,Software on this is marvelous,One
5,OnePlus continues it's stellar performance with OnePlus 6,Amazon Customer,I upgraded to OnePlus 6 after using my first OnePlus device (OnePlus 2) for 3.5 years. So I know OnePlus devices are built to last.,
5,The best phone under 40000,Rounak Roy,"This is the best phone money can buy under 40000, I got the 8/128 for 35000+1000 cashback during GI Sale. Battery backup is also okay, performance is as expected of a flagship killer. Main point is the camera which creates awesome pictures.",
5,The best in its range,Ramcharan,"It's the best you can find in not just its range but makes the big guys like Samsung and Apple run for money. The charging and the phone speed are the first things that have to be mentioned which are lightning fast. Next comes the oxygen OS which is a paradise for Android users. The display is not top notch but no complaints what so ever. The notch is dealt with perfection. The camera is where it requires improvement, you won't notice any issues in day to day pictures indeed they are amazing. When you push the camera a bit harder you will find minor drawbacks in comparison with the flagships. I am not sure what they did inside the phone but despite being a performance beast the battery doesn't let you down at all. Even if it the battery lets you down, the dash charger is there",
5,Minimal complaints. Great phone,Rahul T,A superb phone. Been a one plus user for close to 2 years now. A big jump up from the 3T.,
5,One Plus Six : The One That Surely Made Me Happy 😊,Himadri Manna,Thanks to Amazon for delivering the phone before Our Durga Puja Festival;that too just in three days and during the AMAZON GIF I got this flagship phone at the lowest price ever (₹ 27999 bundled with ₹ 1000 cash back as APB) 😊,
5,Initial Review .,Ashish,2 days initial review.,
5,Worth the Upgrade.,Lee,"The phone is as specified. Fast, has a good battery life and the camera clicks some amazing pics both front and back. I've upgraded from the OnePlus 3T, so it has definitely exceeded my expectations.",One
5,OnePlus 6 is all about Speed !!,Kumar Paritosh Bhagat,In Short:,
5,Five star for everything. In love ❤️ of one plus 6.,Mahi,"It is my love... when I saw the pictures of the phone (Silk White) I instantly fell for it specially for fingerprint scanner is rose gold. Try to buy it from many days and finally it's on my hand. I don't write the specifications n all.... The lot of taarif already out there. The one thing I just want to say, I go with OP6 even OP6T is available and also with so many offers it is better than OP6T. When I pay the almost same amount though I don't get 3.5 headphones jack, the notch (I like it) nd the fingerprint scanner. Only disappointed is the price....wwwhh if I get some offers, Who get they are lucky.",
5,the speed you need(true),shubham sharma,"everything is perfect in this phone.. this is truely a flagship killer. battery life is great and special feature is dash charging,i love dash charging of one plus you don't have to take stress about the battery just connect it for half an hour and you're good to go. sounds quality is decent. picture quality is awesome,it comes with amoled panel what else do you want in a phone at this rate ( a true flagship killer) or i call it legend killer",One
5,Super classy,Mahesh L ,Camera,2
5,Awesome product and great experience,Deepak K ,Best deal for me.,3
5,Affordable Flagship Beast,Sreejith,Got this beast (128GB version) for 29k during the sale. I could have waited for 6T but didn't want to sacrifice my new headphones. Though I don't regret my decision. Flagship specs at such a price is a treat.,
5,Battery drains like juice and charges faster than lightning!,K Sai Srinivas,"The phone is undoubtedly best in its price range but the only con I found to be annoying is that the battery drains like juice during usage. Just one PUBG game and the battery falls down by almost 20%. So it is annoying during travelling. But luckily the dash charger provided with the phone charges the phone with the same rate as it discharges. You can get upto 25-30% in just 20 minutes. So it is not a problem until we have a plug point to plug in the dash charger. But if you need to charge the phone using some power bank, it takes some considerable time to get charged.....",
5,The Perfect Reliable All-Rounder Smartphone,Divij Sonak,"I bought the OnePlus 6 as an upgrade over my last smartphone, the Samsung Galaxy S3 Neo. Having used it extensively for over 3 months now, I guess I’m qualified enough to drop an informative review.",
5,Honest User Review,Mohit,"Iam a user belonging to Computer science background, previously i have used many phones , rooted them and tried to alter and tweak settingo get the most out of them in terms of performance, screen on time etc",
5,This mobile requires no review,Jagat Kalyan,Not really any cons value for money phone with premium feel and design jst some improvement in camera is needed and a stereo speaker is needed,One
5,#1 Cost-effective premium phone in the current market,Suraj Raj,"I may not be the right person to post a review for this phone however, I have received the review from the person for whom I bought it and I got the stats from the international survey as well. The phone justifies the subject of this review but there will always be the people switching from android to iOS, vice-versa rarely happens but according to survey 21% of iOS users have switched to one plus this year which is quite astonishing figure. I don’t want to stretch out my review now as I myself use iOS device so just one advice there is a higher version of this phone in the market right now so better check that out before purchasing this version.",
5,Would easily recommend buying it!,Akhilesh Gaur,"The price of this phone is great for all the awesomeness it packs in its glass body. First of all, it has a really really premium look and feel due to its glass sandwich design. Then comes the Oxygen OS which gives a very fluid and snappy experience of Android as it is very very close to stock Android with few minor tweaks for improvement. I am in love with this Oxygen OS.",
5,Highly recommend One Plus phones,Shrikant B.,"Best mobile i have ever had, Samsung and iphone are over priced and over rated i used samsung phones all my life and every samsung user know and suffer from battery problem, it drains so quickly but The ONE PLUS 6 is the phone any one can swear on their child's head for the performance and battery life is so long lasting and not self draining just sitting in your pocket this is called a real Smart Phone. Never lags never hangs and best phone for gaming out there. I am happy that i didn't go for expensive Samsung Galaxy S9 plus when i can have every thing on half of that price plus a better camera 📷",
5,Superb,Rahul,Pros,
5,beauty and the beast!!,shadab khan,oneplus 6,
5,Classy device,Jatin,Best phone at this price. Camera quality is awesome volume is ok. Little problem in volume slide button sometimes it shows ring and media volume but sometimes only media volume. So have to volume it up to go to the settings. Hope the new update will solve this problem. Otherwise classy device at this price,
5,Best Flashship mobile... Love it.,Praveen kumar,"1) Amoled display of this mobile was so good,",
5,Best Flagship phone for the price range,Amazon Customer,"I have always wanted to own a flagship phone, and OnePlus 6 is my very first flagship. The reason not to wait for the 6T is because i already had quite a few expensive headphones and i don't want to buy a USB C to 3.5mm dongle nor the new bullets headphones.  Overall I am very satisfied with the phone.",
5,Real value for money,Michael Rocha,"At this price point, this is an unbeatable phone. There is very little to fault here. Amazing OS, very fast processing, ample memory and storage, a brilliant camera, excellent display, latest android 9, great community support. The only downside is the single speaker but that does little to take away from the overall experience.",
5,Best buy in this price range!,VS,"Super build quality, excellent battery life, Android P update rolled out, superb camera quality and super smooth and bloat free - stock Android look and feel Oxygen OS.",One
5,You wont regret it!,Rene,"The phone offers a lot for the price. Since you are here, you would already know the pros of the phone. The downside of the phone that you need to keep in mind while making the purchase is about the speaker.  The single firing speaker on the bottom is below par.  Also, though the phone is very slim I felt it is a bit heavy.",
5,It's awesome product...i love it,Amazon Customer,Today . i got it from amazon. This is really nice  mobile.Nice delivery by amazon. i ordered it on 11 oct ant i got this product on 13 oct in the morning.when i unboxed the box it was not damaged at all..every thing was perfec,One
5,Excellent stunning smartphone,Gml Simte,"In my opinion this One plus 6 The Best I used so far , regarding camera super I must said video quality is excellent, battery is good, performance excellent, sounds not bad but couldn't compare to the iPhone sound quality I must said because I have use iPhone se and the sound recording is so good , otherwise I love this phone 1+6 it is recommended to everyone.",
5,Trustworthy daily driver,Vichu2190,"Best purchase after a long time. Spectacular mobile truly a beast in all aspect. Great Camera, No lag, cant get any better than Oxygen Os. Only downside was the sound both through the speaker and the jack was just ok. Not sure the sound through the jack can be enhanced through any future software updates fingers crossed. Final conclusion true flagship with no lags nor bloatwares.",
5,The pride of Holding most admired flagship of my generation,Chetan Patil,"One plus 6 is ""The Best flagship"". It's Speed is awesome. I mean it is the fastest phone in market. My friends who use iPhone are now in love with One plus 6. I will just note down the best things I found in this phone:",
4,Best phone below 30k,Bodhisattva,"After a week of using the One Plus 6, I find this phone amazing to use. I won’t go for a spec listing. You can get it from websites.",53
4,Amazed,Shiraz Kotwal,So I eventually but the bullet and on recommendations from my colleagues went ahead and bought the one plus 6,5
4,Good phone overall !! Complete package !!,Nitish,So i am writing this review after using the device for 1 week on Android pie (9.0):,2
4,Gud Mob but not as user friendly as Samsung,J S MALHI,"Good mob with 8 Gb Ram. Value for money high end mob. Looks stunning with Corning glass 5 & red looks.Great speed. Downside:SMSs can't be locked from inadvertent delete, can't move files by select & move but has cut & then go & past in new folder.Not as user friendly as Samsung. Samsung software is way ahead but Ram less of Samsung. Doesn't have SdCard slot which is huge negative point as vital data can't be copied for posterity & incase mob goes bad which Chinese mobs including Oneplus are quite notorious.Last 3 mob of One plus in my family went usesless after 2 to 2.5 yrs with total loss of data.Contacts are visible throughout & can't be hidden. There is no speed dial lkie Samsung. Overall decent mob.",One
4,Great phone with so many Pros,Bilal,Does it really need a review. Nevertheless here you go,2
4,Good deal for the given price!!!,Lalit,My review is based on my thoughts and my experience which I never found on the internet while searching about this smartphone.,
4,"Price is high.brightness and fullscreen is normally not appearing in youtube videos,you need to zoom",Satyaki Banerjee,Jst like a normal android phone.you may find a littile amount of changes in this phone like picture quality display quality.camera quality is good and in output speaker sound quality is avarage but u find a decent amount of sound effects in headphone.,2
4,Phone is fast with operational issues. Srvc is only good coffee. Not of any technical help at all.,Ajit M.,"Performance is good, but has some issues. The mobile Internet on the phone stops working and required a restart almost 3 times a day.",
4,Powerful phone,Shantanu Kumar,"After deciding among many android phones, i decided to buy One Plus 6 and it was a good decision. Phone has a crisp display and comes with lot of processing power. Loved the front camera, takes sharp pictures. Rear camera is also great however pictures may get blurry when subject is in slight motion. Looking for a good camera app that can help fix this.",One
4,Read this review to know more about OnePlus 6,Ananth,"I moved from redmi note 3 to this phone while thinking I might miss so many features of miui but to my surprise, the oxygen is has almost all the miui features in a more elegant way. Used it for 2 days,I am not a heavy user so easily got 1 day battery life( camera sucks lot of battery though).camera is very good in this price range(front camera is ok ok and edge detection inportrait mode is not perfectly done).Audio experience is not the best but it was louder than my previous phone.Dash charging with type c cable is insanely fast. Already got the Android p update. Call quality is very good. The display is unbelievably good(AMOLED display, gorilla glass 5 on front and back), especially for a budget phone user like me.There are many gestures related to navigation buttons, there is ambient display feature (lift to wake), screen can be calibrated to default/sRGB/DCI-P3/Adaptive mode/ custom color(warm and cool slider), supports double tap to lock and wake up, gestures to open apps, supports parallel apps, 2 4g Sims can be used simultaneously,there is nfc, gaming mode, reading mode, night mode, face unlock, finger print scanner( both can be used simultaneously and both are extremely fast) notch can be hidden, there is customisable LED notification,app lock, otg support, FM radio, sound recorder, no default music player, 3.5mm headphone jack :-), no bloatwares except for 1 OnePlus community app and Google apps, not a big fan of gaming, so haven't tried that....and the list goes on. And of course timely android updates.",One
4,10 good and 10 bad points. Unbiased true review.,Rohit,I'm a pro smartphone user. I judge every aspect for the review.,One
4,Amazing product at a great price,shatakshi,"Ok, OnePlus surely knows how to turn heads. pic quality is amazing but there are a few tiny things that prevented me from giving a full star rating.",One
4,Satisfactory,Abhishek Vashisht,"I bought this phone in July and its about to be 4 months now it is working perfectly. After upgrading to Android Pie, one glitch is there i.e. fingerprint sensor doesn't respond in once when phone is left untouched for a longer time. Rest all is good. Nightscape mode is also there in the latest update. Sound is good. Battery is also good but could have more like 6T. Earlier before Pie, optimisation was too high as most of the apps didn't run in background unless they are opened and kept open in Background (Outlook, Goibibo, MMT, etc) but now that is resolved. Satisfied with the phone overall. But if possible in next update remove that fingerprint issue also.",One
4,Performance beast!!! for a budget price!,Sarang m.,Pros,2
4,Product,Suresh,It worth for money.,
4,Package mentions that blue strip should not have bag tempered written.,Amazon Customer,The product seems to b awesome but one thing that disturbs is that the blue strip of packing had bag tempered written on it. And the instructions says it should nit b written,2
4,A good nice budget phone.,Nishan Brahma,The phone overall is good. Got this phone 8 gb 128gb varient in Rs34999 which was a plus point. The camara quality is just good. The dash charger is the best part of the phone as it charges the phone from 0% to 100% in just more or less than 50 min.,One
